State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Measure Type,Rate Definition,FFY,Population,Methodology,State Rate,Number of States Reporting,Median,Bottom Quartile,Top Quartile,Notes,Source,State-Specific Comments,Rate Used in Calculating State Mean and Median
New York,Care of Acute and Chronic Conditions,Adult Core Set,Plan All-Cause Readmissions: Ages 18 to 64,PCR-AD,Lower rates are better for this measure,Ratio of Observed All-Cause Readmissions to Expected Readmissions: Ages 18 to 64,2020,Medicaid,Administrative,1.0363,37,1.0363,1.1449,0.9117,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (31 MCOs), representing 76 percent of the population. Rates exclude FFS population, representing 24 percent of the population, and Medicare-Medicaid Dual Eligibles. State conducted an internal review of the data.",Yes
New York,Care of Acute and Chronic Conditions,Adult Core Set,PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older,PQI01-AD,Lower rates are better for this measure,"Inpatient Hospital Admissions for Diabetes Short-Term Complications per 100,000 Beneficiary Months: Ages 18 to 64",2020,Medicaid,Administrative,13.5,36,20.1,26.7,15.4,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Rate includes FFS and managed care populations (71 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. State conducted an internal review of the data.,Yes
New York,Care of Acute and Chronic Conditions,Adult Core Set,PQI 05: Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate: Age 40 and Older,PQI05-AD,Lower rates are better for this measure,"Inpatient Hospital Admissions for Chronic Obstructive Pulmonary Disease (COPD) or Asthma per 100,000 Beneficiary Months: Ages 40 to 64",2020,Medicaid,Administrative,51.6,31,56.4,85.2,41.3,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Rate includes FFS and managed care populations (71 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. State conducted an internal review of the data.,Yes
New York,Care of Acute and Chronic Conditions,Adult Core Set,PQI 08: Heart Failure Admission Rate: Age 18 and Older,PQI08-AD,Lower rates are better for this measure,"Inpatient Hospital Admissions for Heart Failure per 100,000 Beneficiary Months: Ages 18 to 64",2020,Medicaid,Administrative,19.4,31,24.4,34.5,19.4,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Rate includes FFS and managed care populations (71 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. State conducted an internal review of the data.,Yes
New York,Care of Acute and Chronic Conditions,Adult Core Set,PQI 15: Asthma in Younger Adults Admission Rate: Ages 18 to 39,PQI15-AD,Lower rates are better for this measure,"Inpatient Hospital Admissions for Asthma per 100,000 Beneficiary Months: Ages 18 to 39",2020,Medicaid,Administrative,7.2,31,6.5,7.8,3.9,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Rate includes FFS and managed care populations (55 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. State conducted an internal review of the data.,Yes
New York,Maternal and Perinatal Health,Child Core Set,"Live Births Weighing Less Than 2,500 Grams",LBW-CH,Lower rates are better for this measure,"Percentage of Live Births that Weighed Less Than 2,500 Grams",2020,Medicaid only,Administrative,8.7,52,9.7,10.8,8.8,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021 as well as the Centers for Disease Control and Prevention Wide-ranging Online Data for Epidemiologic Research (CDC WONDER) data as of November 24, 2020.",CMS calculated rate using CDC WONDER data.,Yes
New York,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6 to 12,ADD-CH,Higher rates are better for this measure,Percentage Newly Prescribed ADHD Medication with 1 Follow-Up Visit During the 30-Day Initiation Phase: Ages 6 to 12,2020,Medicaid & CHIP,Administrative,57.8,45,46.6,40.6,52.8,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (18 MCOs), representing more than 90 percent of the population. Rates exclude FFS population, representing less than 10 percent of the population. State conducted an internal validation of the data.",Yes
New York,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6 to 12,ADD-CH,Higher rates are better for this measure,Percentage Newly Prescribed ADHD Medication with at Least 2 Follow-Up Visits in the 9 Months Following the Initiation Phase: Ages 6 to 12,2020,Medicaid & CHIP,Administrative,67.4,44,57.4,50.1,65.3,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (18 MCOs), representing more than 90 percent of the population. Rates exclude FFS population, representing less than 10 percent of the population. State conducted an internal validation of the data.",Yes
New York,Behavioral Health Care,Child Core Set,Metabolic Monitoring for Children and Adolescents on Antipsychotics: Ages 1 to 17,APM-CH,Higher rates are better for this measure,Percentage on Antipsychotics who Received Blood Glucose Testing: Ages 1 to 17,2020,Medicaid & CHIP,Administrative,61.2,37,54,49.6,60.7,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (18 MCOs), representing more than 90 percent of the population. Rates exclude FFS population, representing less than 10 percent of the population. State conducted an internal validation of the data.",Yes
New York,Behavioral Health Care,Child Core Set,Metabolic Monitoring for Children and Adolescents on Antipsychotics: Ages 1 to 17,APM-CH,Higher rates are better for this measure,Percentage on Antipsychotics who Received Cholesterol Testing: Ages 1 to 17,2020,Medicaid & CHIP,Administrative,44.8,37,38.1,33.8,45.2,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (18 MCOs), representing more than 90 percent of the population. Rates exclude FFS population, representing less than 10 percent of the population. State conducted an internal validation of the data.",Yes
New York,Behavioral Health Care,Child Core Set,Metabolic Monitoring for Children and Adolescents on Antipsychotics: Ages 1 to 17,APM-CH,Higher rates are better for this measure,Percentage on Antipsychotics who Received Blood Glucose and Cholesterol Testing: Ages 1 to 17,2020,Medicaid & CHIP,Administrative,43,38,35.4,31.9,45.4,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (18 MCOs), representing more than 90 percent of the population. Rates exclude FFS population, representing less than 10 percent of the population. State conducted an internal validation of the data.",Yes
New York,Behavioral Health Care,Child Core Set,Use of First-Line Psychosocial Care for Children and Adolescents on Antipsychotics: Ages 1 to 17,APP-CH,Higher rates are better for this measure,Percentage who had a New Prescription for an Antipsychotic Medication and had Documentation of Psychosocial Care as First-Line Treatment: Ages 1 to 17,2020,Medicaid & CHIP,Administrative,74,39,65,55.1,72.2,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rate includes managed care population (18 MCOs), representing more than 90 percent of the population. Rate excludes FFS population, representing less than 10 percent of the population. State conducted an internal validation of the data. State attributes rate increase from FFY 2019 to health plan participation in the National Collaborative for Innovation in Quality Measurement, which focuses on implementing and improving antipsychotic medication management in youth.",Yes
New York,Behavioral Health Care,Adult Core Set,Adherence to Antipsychotic Medications for Individuals with Schizophrenia: Age 18 and older,SAA-AD,Higher rates are better for this measure,Percentage with Schizophrenia or Schizoaffective Disorder who were Dispensed and Remained on Antipsychotic Medication for at Least 80 Percent of their Treatment Period: Age 18 and older,2020,Medicaid,Administrative,64.3,43,62.5,56.6,67,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Rate includes FFS and managed care populations (64 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. State conducted an internal review of the data.,Yes
New York,Behavioral Health Care,Adult Core Set,Antidepressant Medication Management: Age 18 and Older,AMM-AD,Higher rates are better for this measure,Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 12 Weeks: Ages 18 to 64,2020,Medicaid,Administrative,53.1,43,53.1,47.5,57.4,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Rates include FFS and managed care populations (58 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles. State conducted an internal validation of the data.,Yes
New York,Behavioral Health Care,Adult Core Set,Antidepressant Medication Management: Age 18 and Older,AMM-AD,Higher rates are better for this measure,Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 6 Months: Ages 18 to 64,2020,Medicaid,Administrative,38.6,42,37.3,29.9,41.1,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Rates include FFS and managed care populations (58 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles. State conducted an internal validation of the data.,Yes
New York,Behavioral Health Care,Adult Core Set,Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18 to 64,SSD-AD,Higher rates are better for this measure,"Percentage with Schizophrenia, Schizoaffective Disorder, or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18 to 64",2020,Medicaid,Administrative,80.8,44,80.3,77.3,82.5,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Rate includes FFS and managed care populations (60 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. State conducted an internal review of the data.,Yes
New York,Behavioral Health Care,Adult Core Set,Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older,FUA-AD,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18 to 64,2020,Medicaid,Administrative,22.4,41,15.2,7.8,20.3,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Rates include FFS and managed care populations (49 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles. State conducted an internal validation of the data.,Yes
New York,Behavioral Health Care,Adult Core Set,Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older,FUA-AD,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18 to 64,2020,Medicaid,Administrative,28.8,41,22.5,11.5,30.1,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Rates include FFS and managed care populations (49 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles. State conducted an internal validation of the data.,Yes
New York,Behavioral Health Care,Adult Core Set,Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older,FUM-AD,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18 to 64 ,2020,Medicaid,Administrative,61.4,40,39.6,30.5,49.7,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Rates include FFS and managed care populations (53 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles. State conducted an internal validation of the data.,Yes
